Time	Energy
6.0355	-100.7995
6.0403	-100.6661
6.0450	-100.3935
6.0498	-99.8398
6.0545	-99.7263
6.0593	-99.5675
6.0640	-99.9028
6.0688	-100.0303
6.0735	-99.8440
6.0783	-100.4654
6.0830	-99.6464
6.0878	-99.5539
6.0925	-99.4035
6.0973	-99.8115
6.1021	-99.2013
6.1068	-99.2837
6.1116	-99.0812
6.1163	-99.5782
6.1211	-99.1947
6.1258	-99.0529
6.1306	-99.3656
6.1353	-99.4783
6.1401	-98.0160
6.1448	-99.1279
6.1496	-99.1393
6.1543	-100.0291
6.1591	-99.4761
6.1638	-99.4335
6.1686	-98.2251
6.1733	-99.5074
6.1781	-99.2981
6.1828	-98.3770
6.1876	-98.5184
6.1923	-99.0756
6.1971	-98.5180
6.2019	-97.6030
6.2066	-98.4572
6.2114	-98.7122
6.2161	-98.1273
6.2209	-98.6147
6.2256	-99.1213
6.2304	-98.7996
6.2351	-98.3940
6.2399	-97.9696
6.2446	-98.4894
6.2494	-98.6848
6.2541	-98.7980
6.2589	-98.0197
6.2636	-98.1942
6.2684	-98.8451
6.2731	-97.7146
6.2779	-98.4267
6.2826	-98.1914
6.2874	-98.2119
6.2921	-97.9397
6.2969	-97.8791
6.3017	-97.9952
6.3064	-97.8279
6.3112	-97.0684
6.3159	-97.6518
6.3207	-97.5904
6.3254	-97.2427
6.3302	-98.2529
6.3349	-97.8585
6.3397	-98.8234
6.3444	-98.1477
6.3492	-96.2961
6.3539	-97.0753
6.3587	-97.3001
6.3634	-97.2709
6.3682	-98.0489
6.3729	-97.1463
6.3777	-97.3475
6.3824	-97.8103
6.3872	-96.8792
6.3919	-97.2607
6.3967	-96.8782
6.4015	-96.3250
6.4062	-96.5549
6.4110	-97.3933
6.4157	-96.9437
6.4205	-97.0790
6.4252	-97.4075
6.4300	-97.1821
6.4347	-96.4421
6.4395	-96.7852
6.4442	-96.5311
6.4490	-96.5982
6.4537	-97.5683
6.4585	-97.7466
6.4632	-96.9402
6.4680	-96.4674
6.4727	-97.2995
6.4775	-96.4274
6.4822	-96.6317
6.4870	-96.3157
6.4917	-97.3755
6.4965	-96.2789
6.5013	-96.4388
6.5060	-97.0909
6.5108	-95.8665
6.5155	-95.8758
6.5203	-97.4900
6.5250	-95.7748
6.5298	-96.8488
6.5345	-96.8197
6.5393	-96.1458
6.5440	-96.6944
6.5488	-97.0079
6.5535	-97.1534
6.5583	-97.1376
6.5630	-96.9521
6.5678	-96.6278
6.5725	-96.7238
6.5773	-96.9889
6.5820	-96.5489
6.5868	-97.1353
6.5915	-96.6440
6.5963	-96.9819
6.6011	-96.7350
6.6058	-97.0582
6.6106	-96.5023
6.6153	-96.3248
6.6201	-97.1560
6.6248	-96.5735
6.6296	-97.1947
6.6343	-97.5859
6.6391	-97.2462
6.6438	-96.6018
6.6486	-96.9253
6.6533	-96.8279
6.6581	-96.6217
6.6628	-96.1535
6.6676	-96.8148
6.6723	-97.1396
6.6771	-96.7507
6.6818	-96.1853
6.6866	-97.1667
6.6913	-97.0796
6.6961	-97.2887
6.7009	-97.5406
6.7056	-97.4847
6.7104	-97.3580
6.7151	-96.6403
6.7199	-96.6764
6.7246	-96.2199
6.7294	-96.8861
6.7341	-95.5469
6.7389	-97.4314
6.7436	-96.6358
6.7484	-97.2900
6.7531	-96.8838
6.7579	-96.8482
6.7626	-96.1884
6.7674	-97.0555
6.7721	-97.5603
6.7769	-98.8015
6.7816	-96.9551
6.7864	-96.6161
6.7911	-97.0021
6.7959	-97.8384
6.8007	-97.2904
6.8054	-97.4908
6.8102	-97.3417
6.8149	-96.9151
6.8197	-97.0747
6.8244	-96.9180
6.8292	-97.6505
6.8339	-97.2639
6.8387	-97.0595
6.8434	-97.3023
6.8482	-96.8289
6.8529	-96.9935
6.8577	-97.4106
6.8624	-96.2762
6.8672	-98.6929
6.8719	-97.4142
6.8767	-97.4109
6.8814	-97.6995
6.8862	-97.9220
6.8909	-97.0078
6.8957	-97.0325
6.9005	-98.3726
6.9052	-97.6321
6.9100	-97.4723
6.9147	-97.9273
6.9195	-97.1155
6.9242	-97.6074
6.9290	-97.8153
6.9337	-96.9145
6.9385	-97.3818
6.9432	-97.8346
6.9480	-97.3777
6.9527	-98.0583
6.9575	-98.0369
6.9622	-98.6295
6.9670	-97.5824
6.9717	-97.8458
6.9765	-97.5332
6.9812	-98.0927
6.9860	-97.2658
6.9907	-97.4528
6.9955	-98.0506
7.0003	-97.9008
7.0050	-97.8959
7.0098	-98.0969
7.0145	-98.7009
7.0193	-99.0685
7.0240	-98.1376
7.0288	-98.4286
7.0335	-97.8728
7.0383	-98.9761
7.0430	-98.6313
7.0478	-97.7463
7.0525	-98.6870
7.0573	-98.4347
7.0620	-97.8672
7.0668	-98.3402
7.0715	-98.8649
7.0763	-97.4883
7.0810	-97.4476
7.0858	-97.8921
7.0905	-98.2428
7.0953	-98.6793
7.1001	-98.8852
7.1048	-98.2897
7.1096	-99.3383
7.1143	-98.2878
7.1191	-97.6067
7.1238	-98.7189
7.1286	-98.4674
7.1333	-99.2694
7.1381	-98.9227
7.1428	-98.6865
7.1476	-98.6071
7.1523	-97.1555
7.1571	-98.7522
7.1618	-98.5551
7.1666	-97.8552
7.1713	-98.0416
7.1761	-98.6415
7.1808	-97.6147
7.1856	-98.2763
7.1903	-98.6511
7.1951	-98.0707
7.1998	-97.9859
7.2046	-98.4004
7.2094	-99.2061
7.2141	-98.4701
7.2189	-98.8124
7.2236	-99.0620
7.2284	-97.8820
7.2331	-98.2211
7.2379	-97.9025
7.2426	-98.3251
7.2474	-97.5083
7.2521	-97.8060
7.2569	-97.9964
7.2616	-98.2307
7.2664	-98.1070
7.2711	-98.7683
7.2759	-97.9600
7.2806	-97.5925
7.2854	-98.3227
7.2901	-98.5209
7.2949	-98.1891
7.2996	-97.9529
7.3044	-97.5238
7.3092	-98.3504
7.3139	-97.6755
7.3187	-97.7677
7.3234	-98.6442
7.3282	-97.8066
7.3329	-97.1895
7.3377	-98.3506
7.3424	-98.2218
7.3472	-97.5427
7.3519	-97.7796
7.3567	-97.3052
7.3614	-98.1877
7.3662	-98.3881
7.3709	-96.9811
7.3757	-98.2252
7.3804	-97.5428
7.3852	-98.0479
7.3899	-96.9443
7.3947	-96.9666
7.3994	-98.2450
7.4042	-98.0734
7.4090	-96.6026
7.4137	-96.6359
7.4185	-97.4914
7.4232	-97.7713
7.4280	-97.4993
7.4327	-97.5469
7.4375	-97.6278
7.4422	-97.1648
7.4470	-98.0047
7.4517	-98.0322
7.4565	-97.1095
7.4612	-97.2850
7.4660	-97.7783
7.4707	-97.2883
7.4755	-97.7413
7.4802	-96.9498
7.4850	-97.5315
7.4897	-96.9130
7.4945	-96.9526
7.4992	-97.5316
7.5040	-96.5344
7.5088	-97.7885
7.5135	-96.7055
7.5183	-96.7364
7.5230	-96.2537
7.5278	-97.5380
7.5325	-97.3018
7.5373	-97.1563
7.5420	-96.6138
7.5468	-97.6212
7.5515	-96.9350
7.5563	-96.4237
7.5610	-96.1151
7.5658	-97.3285
7.5705	-97.0957
7.5753	-96.6253
7.5800	-96.7696
7.5848	-96.6821
7.5895	-96.2779
7.5943	-96.8587
7.5990	-96.2339
7.6038	-96.6904
7.6086	-96.0416
7.6133	-95.9127
7.6181	-95.5708
7.6228	-96.3808
7.6276	-95.9380
7.6323	-96.9356
7.6371	-95.4791
7.6418	-95.6941
7.6466	-95.6484
7.6513	-96.3751
7.6561	-96.5440
7.6608	-95.9726
7.6656	-96.6641
7.6703	-95.2717
7.6751	-96.2487
7.6798	-95.8949
7.6846	-96.6633
7.6893	-95.7703
7.6941	-94.9072
7.6988	-95.4967
7.7036	-94.4021
7.7084	-96.2307
7.7131	-95.3073
7.7179	-96.0732
7.7226	-95.1927
7.7274	-96.2286
7.7321	-95.2408
7.7369	-95.2289
7.7416	-94.9170
7.7464	-94.9862
7.7511	-94.8917
7.7559	-95.1652
7.7606	-95.0186
7.7654	-95.5854
7.7701	-95.2893
7.7749	-94.4781
7.7796	-94.8666
7.7844	-95.4449
7.7891	-95.6220
7.7939	-94.5809
7.7986	-94.9505
7.8034	-94.9410
7.8082	-95.2797
7.8129	-95.0172
7.8177	-93.8451
7.8224	-94.6879
7.8272	-95.3995
7.8319	-95.8225
7.8367	-93.8477
7.8414	-94.3651
7.8462	-95.5308
7.8509	-93.6604
7.8557	-94.3567
7.8604	-93.8721
7.8652	-93.2539
7.8699	-94.5042
7.8747	-94.6363
7.8794	-95.0934
7.8842	-94.6746
7.8889	-93.7513
7.8937	-94.8874
7.8984	-94.5557
7.9032	-94.9096
7.9080	-94.5553
7.9127	-94.7193
7.9175	-94.3111
7.9222	-94.6481
7.9270	-94.7145
7.9317	-94.6148
7.9365	-93.7186
7.9412	-94.4551
7.9460	-94.2883
7.9507	-94.2120
7.9555	-93.4967
7.9602	-94.0760
7.9650	-93.9230
7.9697	-93.4587
7.9745	-94.2820
7.9792	-93.7723
7.9840	-94.2682
7.9887	-94.5557
7.9935	-94.6962
7.9982	-94.1411
8.0030	-93.5900
8.0078	-93.4171
8.0125	-93.6120
8.0173	-93.5261
8.0220	-94.0614
8.0268	-92.9246
8.0315	-94.0602
8.0363	-92.7871
8.0410	-93.3069
8.0458	-94.1186
8.0505	-92.8994
8.0553	-93.0068
8.0600	-92.9675
8.0648	-93.7901
8.0695	-93.7447
8.0743	-93.0641
8.0790	-93.9964
8.0838	-94.0040
8.0885	-94.0855
8.0933	-93.5234
8.0980	-93.8210
8.1028	-94.0954
8.1076	-93.3684
8.1123	-93.3525
8.1171	-93.5621
8.1218	-94.5856
8.1266	-92.9960
8.1313	-93.6556
8.1361	-93.9394
8.1408	-93.3305
8.1456	-92.9964
8.1503	-94.1516
8.1551	-92.7995
8.1598	-94.5944
8.1646	-94.9306
8.1693	-93.6643
8.1741	-93.5530
8.1788	-94.0230
8.1836	-93.4971
8.1883	-93.5202
8.1931	-93.9198
8.1978	-92.9367
8.2026	-93.8947
8.2074	-92.6154
8.2121	-93.4841
8.2169	-92.9332
8.2216	-93.9508
8.2264	-93.5926
8.2311	-93.4158
8.2359	-93.8249
8.2406	-93.5502
8.2454	-94.3289
8.2501	-93.8507
8.2549	-93.0996
8.2596	-93.7031
8.2644	-93.0291
8.2691	-93.5364
8.2739	-93.3696
8.2786	-94.6639
8.2834	-93.7169
8.2881	-94.1476
8.2929	-93.9006
8.2976	-92.8640
8.3024	-93.2059
8.3072	-93.7436
8.3119	-94.7424
8.3167	-94.4801
8.3214	-94.0444
8.3262	-94.1232
8.3309	-93.8070
8.3357	-93.7521
8.3404	-93.3045
8.3452	-94.5695
8.3499	-94.1666
8.3547	-94.5910
8.3594	-94.6875
8.3642	-94.4309
8.3689	-93.5048
8.3737	-94.8192
8.3784	-94.2022
8.3832	-93.5812
8.3879	-93.7730
8.3927	-94.5271
8.3974	-94.0422
8.4022	-93.6028
8.4070	-93.8766
8.4117	-94.3187
8.4165	-94.8093
8.4212	-94.5865
8.4260	-94.8116
8.4307	-93.8620
8.4355	-94.3102
8.4402	-94.1994
8.4450	-93.7425
8.4497	-94.3400
8.4545	-94.7179
8.4592	-93.7382
8.4640	-94.7693
8.4687	-94.5325
8.4735	-93.6171
8.4782	-94.5312
8.4830	-94.8838
8.4877	-95.3388
8.4925	-94.8316
8.4972	-95.0937
8.5020	-93.6669
8.5068	-95.3838
8.5115	-93.9550
8.5163	-94.1009
8.5210	-95.8973
8.5258	-95.3469
8.5305	-95.2293
8.5353	-94.3245
8.5400	-94.7272
8.5448	-95.1707
8.5495	-95.2314
8.5543	-94.9043
8.5590	-95.7288
8.5638	-94.5106
8.5685	-95.1751
8.5733	-95.1681
8.5780	-95.5716
8.5828	-95.0912
8.5875	-95.8977
8.5923	-94.9767
8.5970	-95.6021
8.6018	-96.0273
8.6066	-95.5739
8.6113	-95.6434
8.6161	-95.0171
8.6208	-95.1712
8.6256	-95.3531
8.6303	-95.1720
8.6351	-96.0387
8.6398	-95.8683
8.6446	-95.4241
8.6493	-95.4901
8.6541	-95.8483
8.6588	-95.1603
8.6636	-95.6493
8.6683	-95.6517
8.6731	-95.2425
8.6778	-95.4852
8.6826	-95.6204
8.6873	-94.8564
8.6921	-96.4947
8.6968	-95.9865
8.7016	-95.0899
8.7064	-95.7323
8.7111	-96.5184
8.7159	-95.9682
8.7206	-95.9121
8.7254	-95.8542
8.7301	-95.5308
8.7349	-96.6872
8.7396	-95.5541
8.7444	-95.4917
8.7491	-96.1696
8.7539	-96.9486
8.7586	-96.2811
8.7634	-95.7713
8.7681	-96.6126
8.7729	-96.1302
8.7776	-95.8532
8.7824	-96.5255
8.7871	-96.3072
8.7919	-96.3319
8.7966	-96.4745
8.8014	-96.7418
8.8062	-96.9705
8.8109	-96.6735
8.8157	-96.1991
8.8204	-96.4398
8.8252	-97.1646
8.8299	-97.1744
8.8347	-96.6433
8.8394	-96.5926
8.8442	-96.6748
8.8489	-96.7959
8.8537	-96.9581
8.8584	-97.6984
8.8632	-97.1785
8.8679	-96.1531
8.8727	-96.9540
8.8774	-97.2057
8.8822	-96.5824
8.8869	-96.6397
8.8917	-96.2559
8.8964	-98.0290
8.9012	-96.4996
8.9060	-96.9954
8.9107	-98.0588
8.9155	-97.8772
8.9202	-97.3498
8.9250	-97.7910
8.9297	-96.6831
8.9345	-97.5161
8.9392	-97.1143
8.9440	-97.2263
8.9487	-98.3294
8.9535	-97.9653
8.9582	-98.6798
8.9630	-97.3617
8.9677	-97.5570
8.9725	-97.7997
8.9772	-96.6875
8.9820	-97.7010
8.9867	-98.2940
8.9915	-97.4742
8.9962	-97.9645
9.0010	-97.6641
9.0058	-99.0364
9.0105	-97.3272
9.0153	-99.2351
9.0200	-98.5773
9.0248	-98.2905
9.0295	-98.0594
9.0343	-97.8438
9.0390	-98.8002
9.0438	-99.0473
9.0485	-98.4261
9.0533	-98.7971
9.0580	-98.6601
9.0628	-98.6408
9.0675	-98.0959
9.0723	-99.4931
9.0770	-99.2672
9.0818	-99.6691
9.0865	-99.2085
9.0913	-99.8527
9.0960	-99.8410
9.1008	-99.3014
9.1056	-98.4801
9.1103	-98.7092
9.1151	-99.5874
9.1198	-98.9172
9.1246	-98.1291
9.1293	-99.3317
9.1341	-99.8298
9.1388	-100.1308
9.1436	-99.1013
9.1483	-99.5596
9.1531	-99.6024
9.1578	-100.0684
9.1626	-99.4673
9.1673	-99.5620
9.1721	-99.6250
9.1768	-99.1511
9.1816	-99.5421
9.1863	-99.5885
9.1911	-100.6249
9.1958	-99.6411
9.2006	-100.5210
9.2054	-99.7679
9.2101	-99.3375
9.2149	-100.2786
9.2196	-99.5355
9.2244	-100.9444
9.2291	-101.3602
9.2339	-99.7590
9.2386	-100.4802
9.2434	-101.5902
9.2481	-100.0321
9.2529	-100.2684
9.2576	-100.5398
9.2624	-100.9327
9.2671	-100.6561
9.2719	-101.1396
9.2766	-100.9766
9.2814	-100.8561
9.2861	-101.1145
9.2909	-100.3461
9.2956	-101.1954
9.3004	-101.2039
9.3052	-101.1201
9.3099	-100.7865
9.3147	-101.1061
9.3194	-100.9940
9.3242	-100.8044
9.3289	-101.0150
9.3337	-100.8546
9.3384	-100.0676
9.3432	-101.4323
9.3479	-101.8648
9.3527	-101.0719
9.3574	-102.3020
9.3622	-101.2790
9.3669	-101.8618
9.3717	-101.1867
9.3764	-100.6274
9.3812	-101.3071
9.3859	-102.2877
9.3907	-102.1778
9.3954	-101.3282
9.4002	-102.5952
9.4050	-102.2874
9.4097	-102.3024
9.4145	-103.4052
9.4192	-102.1646
9.4240	-102.4557
9.4287	-102.2906
9.4335	-102.7628
9.4382	-101.6203
9.4430	-102.5642
9.4477	-102.9231
9.4525	-102.1740
9.4572	-102.2869
9.4620	-101.8375
9.4667	-102.5983
9.4715	-103.2713
9.4762	-102.5026
9.4810	-102.8015
9.4857	-102.3394
9.4905	-102.7672
9.4952	-102.8948
9.5000	-102.6051
